IP,Repo,Path,Filename,Type,Line
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/css/material-kit.css,material-kit.css,css,16617
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/css/material-kit.min.css,material-kit.min.css,css,17
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_core-bootstrap.scss,_core-bootstrap.scss,scss,1
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_core-bootstrap.scss,_core-bootstrap.scss,scss,10
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_core-bootstrap.scss,_core-bootstrap.scss,scss,24
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_drawer.scss,_drawer.scss,scss,1
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/plugins/_plugin-datetime-picker.scss,_plugin-datetime-picker.scss,scss,4
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_list-group.scss,_list-group.scss,scss,9
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_list-group.scss,_list-group.scss,scss,14
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_list-group.scss,_list-group.scss,scss,39
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/_list-group.scss,_list-group.scss,scss,47
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/bootstrap-reboot.scss,bootstrap-reboot.scss,scss,5
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/bootstrap-reboot.scss,bootstrap-reboot.scss,scss,6
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_root.scss,_root.scss,scss,16
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_button-group.scss,_button-group.scss,scss,151
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_button-group.scss,_button-group.scss,scss,152
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_print.scss,_print.scss,scss,3
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_modal.scss,_modal.scss,scss,23
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_modal.scss,_modal.scss,scss,27
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_tables.scss,_tables.scss,scss,171
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/bootstrap-grid.scss,bootstrap-grid.scss,scss,5
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_images.scss,_images.scss,scss,7
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/mixins/_hover.scss,_hover.scss,scss,12
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_custom-forms.scss,_custom-forms.scss,scss,191
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_card.scss,_card.scss,scss,156
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_card.scss,_card.scss,scss,186
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_forms.scss,_forms.scss,scss,42
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_forms.scss,_forms.scss,scss,54
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_forms.scss,_forms.scss,scss,69
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_forms.scss,_forms.scss,scss,142
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/bootstrap.scss,bootstrap.scss,scss,5
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,8
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,72
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,214
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,317
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,325
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,386
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,400
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/bootstrap/scss/_reboot.scss,_reboot.scss,scss,437
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/mixins/_utilities.scss,_utilities.scss,scss,9
github.com,integration-manager,/home/long/Documents/internshipProject/integration-manager/static/material-kit/assets/scss/material-kit/mixins/_forms.scss,_forms.scss,scss,223
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.gitlab-ci.yml,.gitlab-ci.yml,yml,13
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.gitlab-ci.yml,.gitlab-ci.yml,yml,19
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.gitlab-ci.yml,.gitlab-ci.yml,yml,30
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.gitlab-ci.yml,.gitlab-ci.yml,yml,38
gitlab.com,api-management,/home/long/Documents/internshipProject/api-management/.git/config,config,config,7
